Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
2,20,Complete,Low,high/high,,,,,patient,,"It takes patience and commitment to participate in the DPP or take metformin. But you know how to play the long game and understand the value of putting in effort now to ensure a better future. Preventing diabetes is important to you, and you're confident you can do it. Think about how you can turn your confidence, and that feeling of importance, into actions you take today to be healthier tomorrow."
2,20,Complete,Low,high/high,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. What advice would you give to a friend who's struggling to participate in the DPP or take metformin? Reducing your risk for diabetes is important to you, and you’re confident you can do it. Ask yourself: How can cutting yourself some slack help reduce your risk for diabetes?"
2,20,Complete,Low,high/high,,,,,thankful,,"You've said that taking steps to prevent diabetes is important and that you’re confident you can do it. You know how to make the most of what you have, and right now you have the ability to make changes before your prediabetes becomes something worse. Consider how being thankful for that can help you turn your confidence into important changes to lower your risk."
2,20,Complete,Low,high/high,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts can make the task of adopting healthy new habits a lot easier. You've said that building these habits is important to you, and you're confident you can do it. Contemplate how that mindset, and your ability to see humor in the struggle, can help with your actions to reduce your risk for diabetes."
2,20,Complete,Low,high/high,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthier habits, but you know it's more important to give yourself credit for all the times you've succeeded. Reducing your risk for diabetes is important to you, and you're confident you can do it. Keeping that in mind as you work to prevent diabetes can help you let go of the setbacks, and stay focused the wins."
2,20,Complete,Low,high/high,,,,,illness,,"You've confronted an illness before. Think back on what it took to beat that illness. You've made it clear that preventing diabetes is important to you, and you're confident you can do it. Give thought to how those feelings, and lessons you've learned in the past, can inform how you will reduce your risk for diabetes."
2,20,Complete,Low,high/high,,,,,research,,"You're someone who does their homework and stays informed. This can be an advantage when it comes to understanding how to get into habits like participating in the DPP or taking metformin. Preventing diabetes is important to you, and you're confident you can do it. Think about how you can use this positive mindset and your will to learn to take actions that will help prevent diabetes."
2,20,Complete,Low,high/high,,,,,sports,,"You can leverage a lot of what you get from playing sports in your efforts to prevent diabetes. Like practicing your technique or keeping up with your conditioning, you understand that it takes work to create a healthier lifestyle. You've said this work is important to you, and you're confident you can do it. Give some thought to how that positive mindset, and your knowledge of the work it takes to succeed, can help you take steps to reduce your risk for diabetes."
2,20,Complete,Low,high/high,,,,,learning,,"The first step in reducing your risk for diabetes is discovering new habits that can help, like participating in the DPP or taking metformin. Your drive to learn new things can be a big asset! Preventing diabetes is important to you, and you're confident you can do it. Ask yourself how these feelings of importance and confidence can complement your love for learning, and help you take the right steps to prevent diabetes."
2,20,Complete,Low,high/high,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on the first try. But these efforts are important to you and you're confident you can see them through. Consider how that mindset can help you be patient with yourself as you learn how to get diabetes prevention right.
2,20,Complete,Low,high/high,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes, but making these changes is important to you and you're confident you can do it. Consider how this positive mindset can help you stay flexible and take actions to reduce your risk for diabetes."
2,20,Complete,No Recent Report,low/low,,parent,,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
2,20,Complete,No Recent Report,low/low,,spouse,,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
2,20,Complete,No Recent Report,low/low,,religious,,,,,le1_7
2,20,Complete,No Recent Report,low/low,,spiritual,,,,,le1_10
2,20,Complete,No Recent Report,low/low,,responsible,,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
2,20,Complete,No Recent Report,low/low,,strong,,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
2,20,Complete,No Recent Report,low/low,,success,,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
2,20,Complete,No Recent Report,low/low,,support,,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
2,20,Complete,No Recent Report,low/low,,discipline,,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
2,20,Complete,No Recent Report,low/low,,youth,,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
2,20,Complete,No Recent Report,low/low,,respect,,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
2,20,Complete,No Recent Report,low/low,,independent,,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
2,20,Complete,No Recent Report,low/high,,parent,,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
2,20,Complete,No Recent Report,low/high,,spouse,,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
2,20,Complete,No Recent Report,low/high,,religious,,,,,le1_7
2,20,Complete,No Recent Report,low/high,,spiritual,,,,,le1_10
2,20,Complete,No Recent Report,low/high,,responsible,,,,,Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By participating in the DPP or taking metformin you're putting yourself in the best position to be able to fulfill your commitments.
2,20,Complete,No Recent Report,low/high,,strong,,,,,"Being strong is a big part of who you are. Many people find that taking actions to prevent diabetes helps them feel stronger, more powerful, and more energetic. "
2,20,Complete,No Recent Report,low/high,,success,,,,,"Creating healthy new habits like participating in the DPP or taking metformin can seem like a big challenge. But you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
2,20,Complete,No Recent Report,low/high,,support,,,,,"Mr. Rogers always said to ""look for the helpers."" That's you! But it's harder to help others if you aren't at your best. Participating in the DPP or taking metformin can help you stay healthy enough to keep supporting others!"
2,20,Complete,No Recent Report,low/high,,discipline,,,,,"Developing habits like participating in the DPP or taking metformin isn't easy. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
2,20,Complete,No Recent Report,low/high,,youth,,,,,"Tired, old, and sick - that's not you! Participating in the DPP or taking metformin can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
2,20,Complete,No Recent Report,low/high,,respect,,,,,You can be a role model for others at work by managing your health through actions like participating in the DPP or taking metformin. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
2,20,Complete,No Recent Report,low/high,,independent,,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Participating in the DPP or taking metformin can help you prevent diabetes and avoid having to rely more on others."
2,20,Complete,No Recent Report,high/low,,,,,creative,,A common obstacle to getting into the habit of things like participating in the DPP or taking metformin is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about how you can put your creative side to work in your efforts to reduce your risk for diabetes.
2,20,Complete,No Recent Report,high/low,,,,,patient,,"It takes patience and commitment to participate in the DPP or take metformin, but you're a person who knows how to play the long game. You’re willing to put in effort now to ensure a better future, and that will be a big help as you work to create new habits. "
2,20,Complete,No Recent Report,high/low,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's struggling to participate in the DPP or take metformin, and remember it's ok to cut yourself some slack."
2,20,Complete,No Recent Report,high/low,,,,,thankful,,Right now you have the ability to participate in the DPP or take metformin before your prediabetes becomes something worse! You can show your gratitude for what you have by buckling down and taking action to lower your risk.
2,20,Complete,No Recent Report,high/low,,,,,humor,,"Being at higher risk for diabetes is serious business - but seeing the funny side of your efforts can make it easier to participate in the DPP or take metformin. If you slip up, it's OK to laugh about it – you can take prediabetes seriously without losing your sense of humor!"
2,20,Complete,No Recent Report,high/low,,,,,positive,,"Some people fixate on slip-ups when they're trying build healthier habits like participating in the DPP or taking metformin, but you know it's more important to give yourself credit for all the times you've succeeded. Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
2,20,Complete,No Recent Report,high/low,,,,,illness,,You've confronted an illness before. Think back on what it took to beat that illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
2,20,Complete,No Recent Report,high/low,,,,,research,,"You're someone who does their homework and stays informed - which can be an advantage when it comes to understanding actions like participating in the DPP or taking metformin. Think about the research you’ve done, and what it says about the steps you should take to lower your risk."
2,20,Complete,No Recent Report,high/low,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
2,20,Complete,No Recent Report,high/low,,,,,learning,,A big part of reducing your risk for diabetes is discovering healthy new habits – like the skills you learn in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes.
2,20,Complete,No Recent Report,high/low,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
2,20,Complete,No Recent Report,high/low,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes – consider how your flexibility can help you overcome any challenges you face."
2,20,Complete,No Recent Report,no recent data,,,,,creative,,A common obstacle to getting into the habit of things like participating in the DPP or taking metformin is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about how you can put your creative side to work in your efforts to reduce your risk for diabetes.
2,20,Complete,No Recent Report,no recent data,,,,,patient,,"It takes patience and commitment to participate in the DPP or take metformin, but you're a person who knows how to play the long game. You’re willing to put in effort now to ensure a better future, and that will be a big help as you work to create new habits. "
2,20,Complete,No Recent Report,no recent data,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's struggling to participate in the DPP or take metformin, and remember it's ok to cut yourself some slack."
2,20,Complete,No Recent Report,no recent data,,,,,thankful,,Right now you have the ability to participate in the DPP or take metformin before your prediabetes becomes something worse! You can show your gratitude for what you have by buckling down and taking action to lower your risk.
2,20,Complete,No Recent Report,no recent data,,,,,humor,,"Being at higher risk for diabetes is serious business - but seeing the funny side of your efforts can make it easier to participate in the DPP or take metformin. If you slip up, it's OK to laugh about it – you can take prediabetes seriously without losing your sense of humor!"
2,20,Complete,No Recent Report,no recent data,,,,,positive,,"Some people fixate on slip-ups when they're trying build healthier habits like participating in the DPP or taking metformin, but you know it's more important to give yourself credit for all the times you've succeeded. Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
2,20,Complete,No Recent Report,no recent data,,,,,illness,,You've confronted an illness before. Think back on what it took to beat that illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
2,20,Complete,No Recent Report,no recent data,,,,,research,,"You're someone who does their homework and stays informed - which can be an advantage when it comes to understanding actions like participating in the DPP or taking metformin. Think about the research you’ve done, and what it says about the steps you should take to lower your risk."
2,20,Complete,No Recent Report,no recent data,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
2,20,Complete,No Recent Report,no recent data,,,,,learning,,A big part of reducing your risk for diabetes is discovering healthy new habits – like the skills you learn in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes.
2,20,Complete,No Recent Report,no recent data,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
2,20,Complete,No Recent Report,no recent data,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes – consider how your flexibility can help you overcome any challenges you face."
2,20,Complete,No Recent Report,high/high,,,,,creative,,"Preventing diabetes is important to you, and you're confident you can do it. However, a common obstacle to adopting new behaviors is getting stuck in a rut. Your creative streak can help you keep things interesting. Give some thought to ways you can put your creative side to work to reduce your risk for diabetes."
2,20,Complete,No Recent Report,high/high,,,,,patient,,"It takes patience and commitment to participate in the DPP or take metformin. But you know how to play the long game and understand the value of putting in effort now to ensure a better future. Preventing diabetes is important to you, and you're confident you can do it. Think about how you can turn your confidence, and that feeling of importance, into actions you take today to be healthier tomorrow."
2,20,Complete,No Recent Report,high/high,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. What advice would you give to a friend who's struggling to participate in the DPP or take metformin? Reducing your risk for diabetes is important to you, and you’re confident you can do it. Ask yourself: How can cutting yourself some slack help reduce your risk for diabetes?"
2,20,Complete,No Recent Report,high/high,,,,,thankful,,"You've said that taking steps to prevent diabetes is important and that you’re confident you can do it. You know how to make the most of what you have, and right now you have the ability to make changes before your prediabetes becomes something worse. Consider how being thankful for that can help you turn your confidence into important changes to lower your risk."
2,20,Complete,No Recent Report,high/high,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts can make the task of adopting healthy new habits a lot easier. You've said that building these habits is important to you, and you're confident you can do it. Contemplate how that mindset, and your ability to see humor in the struggle, can help with your actions to reduce your risk for diabetes."
2,20,Complete,No Recent Report,high/high,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthier habits, but you know it's more important to give yourself credit for all the times you've succeeded. Reducing your risk for diabetes is important to you, and you're confident you can do it. Keeping that in mind as you work to prevent diabetes can help you let go of the setbacks, and stay focused the wins."
2,20,Complete,No Recent Report,high/high,,,,,illness,,"You've confronted an illness before. Think back on what it took to beat that illness. You've made it clear that preventing diabetes is important to you, and you're confident you can do it. Give thought to how those feelings, and lessons you've learned in the past, can inform how you will reduce your risk for diabetes."
2,20,Complete,No Recent Report,high/high,,,,,research,,"You're someone who does their homework and stays informed. This can be an advantage when it comes to understanding how to get into habits like participating in the DPP or taking metformin. Preventing diabetes is important to you, and you're confident you can do it. Think about how you can use this positive mindset and your will to learn to take actions that will help prevent diabetes."
2,20,Complete,No Recent Report,high/high,,,,,sports,,"You can leverage a lot of what you get from playing sports in your efforts to prevent diabetes. Like practicing your technique or keeping up with your conditioning, you understand that it takes work to create a healthier lifestyle. You've said this work is important to you, and you're confident you can do it. Give some thought to how that positive mindset, and your knowledge of the work it takes to succeed, can help you take steps to reduce your risk for diabetes."
2,20,Complete,No Recent Report,high/high,,,,,learning,,"The first step in reducing your risk for diabetes is discovering new habits that can help, like participating in the DPP or taking metformin. Your drive to learn new things can be a big asset! Preventing diabetes is important to you, and you're confident you can do it. Ask yourself how these feelings of importance and confidence can complement your love for learning, and help you take the right steps to prevent diabetes."
2,20,Complete,No Recent Report,high/high,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Participating in the DPP or taking metformin can be the same way: tough to get right on the first try. But these efforts are important to you and you're confident you can see them through. Consider how that mindset can help you be patient with yourself as you learn how to get diabetes prevention right.
2,20,Complete,No Recent Report,high/high,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Participating in the DPP or taking metformin may require difficult changes, but making these changes is important to you and you're confident you can do it. Consider how this positive mindset can help you stay flexible and take actions to reduce your risk for diabetes."
2,20,Incomplete,No Activity,low/low,,parent,,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
2,20,Incomplete,No Activity,low/low,,spouse,,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
2,20,Incomplete,No Activity,low/low,,religious,,,,,g2a_7
2,20,Incomplete,No Activity,low/low,,spiritual,,,,,g2a_10
2,20,Incomplete,No Activity,low/low,,responsible,,,,,"Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By taking steps to prevent diabetes, you're putting yourself in the best position to be able to fulfill your commitments."
2,20,Incomplete,No Activity,low/low,,strong,,,,,"Being strong is a big part of who you are. Many people find that by taking steps to prevent diabetes they end up feeling stronger, more powerful, and more energetic."
2,20,Incomplete,No Activity,low/low,,success,,,,,"Making changes to create healthier habits can seem like a big challenge, but you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
2,20,Incomplete,No Activity,low/low,,support,,,,,"Mr. Rogers always said to ""Look for the helpers"" - that's you. But it's harder to help others if you aren't at your best. Preventing diabetes can help you stay healthy enough to keep supporting others!"
2,20,Incomplete,No Activity,low/low,,discipline,,,,,"Making changes isn't easy - no two ways about it. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
2,20,Incomplete,No Activity,low/low,,youth,,,,,"Tired, old, and sick - that's not you! Taking steps to manage your prediabetes now can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
2,20,Incomplete,No Activity,low/low,,respect,,,,,You can be a role model for others at work by managing your own health. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
2,20,Incomplete,No Activity,low/low,,independent,,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Taking steps to prevent diabetes and maintain good health can help prevent you from having to rely more on others."
2,20,Incomplete,No Activity,low/high,,parent,,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
2,20,Incomplete,No Activity,low/high,,spouse,,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
2,20,Incomplete,No Activity,low/high,,religious,,,,,g2a_7
2,20,Incomplete,No Activity,low/high,,spiritual,,,,,g2a_10
2,20,Incomplete,No Activity,low/high,,responsible,,,,,"Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By taking steps to prevent diabetes, you're putting yourself in the best position to be able to fulfill your commitments."
2,20,Incomplete,No Activity,low/high,,strong,,,,,"Being strong is a big part of who you are. Many people find that by taking steps to prevent diabetes they end up feeling stronger, more powerful, and more energetic."
2,20,Incomplete,No Activity,low/high,,success,,,,,"Making changes to create healthier habits can seem like a big challenge, but you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
2,20,Incomplete,No Activity,low/high,,support,,,,,"Mr. Rogers always said to ""Look for the helpers"" - that's you. But it's harder to help others if you aren't at your best. Preventing diabetes can help you stay healthy enough to keep supporting others!"
2,20,Incomplete,No Activity,low/high,,discipline,,,,,"Making changes isn't easy - no two ways about it. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
2,20,Incomplete,No Activity,low/high,,youth,,,,,"Tired, old, and sick - that's not you! Taking steps to manage your prediabetes now can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
2,20,Incomplete,No Activity,low/high,,respect,,,,,You can be a role model for others at work by managing your own health. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
2,20,Incomplete,No Activity,low/high,,independent,,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Taking steps to prevent diabetes and maintain good health can help prevent you from having to rely more on others."
2,20,Incomplete,No Activity,high/low,,,,,creative,,A common obstacle to adopting new behaviors is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about some ways you can put your creative side to work in your efforts to reduce your risk for diabetes.
2,20,Incomplete,No Activity,high/low,,,,,patient,,"Managing prediabetes takes patience and commitment, but you're a person who knows how to play the long game. You are willing to put in a little more effort now to ensure a better future, and that will be a big help as you work to create new habits. "
2,20,Incomplete,No Activity,high/low,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's having a hard time with a program, and remember it's ok to cut yourself some slack."
2,20,Incomplete,No Activity,high/low,,,,,thankful,,Right now you have the ability to make changes before your prediabetes becomes something worse. You can show your gratitude for what you have by buckling down and taking action to lower your risk. 
2,20,Incomplete,No Activity,high/low,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts will make it easier to adopt the healthy habits you're working hard to build. If you slip up, it's ok to laugh about it– you can take prediabetes seriously without losing your sense of humor."
2,20,Incomplete,No Activity,high/low,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthier habits, but you know it's more important to give yourself credit for all the times you've succeeded.  Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
2,20,Incomplete,No Activity,high/low,,,,,illness,,You've confronted an illness before. Think back on what it took to beat the illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
2,20,Incomplete,No Activity,high/low,,,,,research,,"You're someone who does their homework and stays informed - which can be an advantage when it comes to lowering your risk for diabetes. A big part of staying healthy is knowing what steps to take. Think about the research you’ve done, and what it says about the steps you should take."
2,20,Incomplete,No Activity,high/low,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
2,20,Incomplete,No Activity,high/low,,,,,learning,,"A big part of reducing your risk for diabetes is discovering new, healthier habits – and the first step is understanding the actions that can help you do that. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes."
2,20,Incomplete,No Activity,high/low,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Reducing your risk for diabetes can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
2,20,Incomplete,No Activity,high/low,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Reducing your risk for diabetes requires making changes – consider how your flexibility can help you overcome any challenges you face."
2,20,Incomplete,No Activity,no recent data,,,,,creative,,A common obstacle to adopting new behaviors is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about some ways you can put your creative side to work in your efforts to reduce your risk for diabetes.
2,20,Incomplete,No Activity,no recent data,,,,,patient,,"Managing prediabetes takes patience and commitment, but you're a person who knows how to play the long game. You are willing to put in a little more effort now to ensure a better future, and that will be a big help as you work to create new habits. "
2,20,Incomplete,No Activity,no recent data,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's having a hard time with a program, and remember it's ok to cut yourself some slack."
2,20,Incomplete,No Activity,no recent data,,,,,thankful,,Right now you have the ability to make changes before your prediabetes becomes something worse. You can show your gratitude for what you have by buckling down and taking action to lower your risk. 
2,20,Incomplete,No Activity,no recent data,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts will make it easier to adopt the healthy habits you're working hard to build. If you slip up, it's ok to laugh about it– you can take prediabetes seriously without losing your sense of humor."
2,20,Incomplete,No Activity,no recent data,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthier habits, but you know it's more important to give yourself credit for all the times you've succeeded.  Finding out what works for you is a process, and focusing on the small wins can help you see your progress."
2,20,Incomplete,No Activity,no recent data,,,,,illness,,You've confronted an illness before. Think back on what it took to beat the illness. A lot of the same thoughts and strategies that helped you in the past could also help you lower your risk for diabetes. 
2,20,Incomplete,No Activity,no recent data,,,,,research,,"You're someone who does their homework and stays informed - which can be an advantage when it comes to lowering your risk for diabetes. A big part of staying healthy is knowing what steps to take. Think about the research you’ve done, and what it says about the steps you should take."
2,20,Incomplete,No Activity,no recent data,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
2,20,Incomplete,No Activity,no recent data,,,,,learning,,"A big part of reducing your risk for diabetes is discovering new, healthier habits – and the first step is understanding the actions that can help you do that. Your drive to learn new things can be a big asset! Remember to be on the lookout for new things you can learn to help you reduce your risk for diabetes."
2,20,Incomplete,No Activity,no recent data,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Reducing your risk for diabetes can be the same way: tough to get right on your first try. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
2,20,Incomplete,No Activity,no recent data,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Reducing your risk for diabetes requires making changes – consider how your flexibility can help you overcome any challenges you face."
2,20,Incomplete,No Activity,high/high,,,,,creative,,"Preventing diabetes is important to you, and you're confident you can do it. However, a common obstacle to adopting new behaviors is getting stuck in a rut. Your creative streak can help you keep things interesting. Give some thought to ways you can put your creative side to work to reduce your risk for diabetes."
2,20,Incomplete,No Activity,high/high,,,,,patient,,"Working to prevent diabetes takes patience and commitment. You are willing to put in a little more effort now to ensure a better future. This mindset will be a big help as you work to create the new habits that you've said are important to you to adopt. Think about how you can turn your sense of confidence, and that feeling of importance, into actions."
2,20,Incomplete,No Activity,high/high,,,,,forgiving,,Sometimes people who are really forgiving of others have a hard time forgiving themselves. Reducing your risk for diabetes is important to you and something you feel like you can do. Ask yourself: How can cutting yourself some slack help reduce your risk for diabetes?
2,20,Incomplete,No Activity,high/high,,,,,thankful,,"You've said that taking steps to prevent diabetes is important and that you’re confident you can do it. You know how to make the most of what you have, and right now you have the ability to make changes before your prediabetes becomes something worse. Being thankful for that can help you turn your confidence into important changes to lower your risk."
2,20,Incomplete,No Activity,high/high,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts will make it easier to adopt the healthy habits you're working hard to build. You've said that building these habits is important to you, and you're confident you can do it. Contemplate how that mindset, and your ability to see humor in the struggle, can help your actions to reduce your risk for diabetes."
2,20,Incomplete,No Activity,high/high,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthier habits, but you know it's more important to give yourself credit for all the times you've succeeded. Reducing your risk for diabetes is important to you, and you're confident you can do it. Keep those feelings in mind as you figure out a plan to prevent diabetes that works for you."
2,20,Incomplete,No Activity,high/high,,,,,illness,,"You've confronted an illness before. Think back on what it took to beat the illness. You've made it clear that preventing diabetes is important to you, and you're confident you can do it. Give thought to how those feelings and lessons you've learned in the past can inform how you will reduce your risk for diabetes."
2,20,Incomplete,No Activity,high/high,,,,,research,,"You're someone who does their homework and stays informed. This can be an advantage when it comes to lowering your risk for diabetes - something we know is important to you, and you're confident you can do. Think about how you can turn this positive mindset and your will to learn into actions to help prevent diabetes."
2,20,Incomplete,No Activity,high/high,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. You've said that this work is important to you, and you're confident you can succeed. Give some thought to how you can turn that positive mindset into steps to reduce your risk for diabetes. "
